기기ID,유지보수일자,유지보수유형,작업내용,소요시간(시간),비용(원),담당자,완료상태
EQ0227,2023-10-31,예방정비,전기 점검,7,420374,김철수,완료
EQ0227,2023-11-29,응급정비,부품 교체,5,231166,최민준,완료
EQ0227,2024-05-10,예방정비,부품 교체,6,201767,박준호,완료
EQ0227,2024-08-09,개선정비,부품 교체,3,492416,박준호,완료
EQ0228,2023-05-15,개선정비,조정 및 수리,4,132753,이영희,완료
EQ0228,2023-05-22,예방정비,전기 점검,3,354667,정수현,완료
EQ0228,2023-10-18,응급정비,조정 및 수리,7,319262,정수현,완료
EQ0228,2024-01-20,개선정비,조정 및 수리,6,60015,김철수,예정
EQ0229,2023-02-11,사후정비,청소 및 점검,7,218981,최민준,완료
EQ0229,2023-06-06,개선정비,윤활유 교체,2,70063,이영희,완료
EQ0229,2023-10-12,예방정비,부품 교체,4,460018,박준호,예정
EQ0229,2024-04-21,개선정비,부품 교체,4,132169,정수현,예정
EQ0229,2024-05-25,응급정비,청소 및 점검,6,272549,이영희,완료
EQ0229,2024-07-23,개선정비,윤활유 교체,6,256185,이영희,완료
EQ0229,2024-08-09,예방정비,부품 교체,5,122723,김철수,완료
EQ0230,2023-01-31,사후정비,조정 및 수리,3,167290,정수현,완료
EQ0230,2023-02-11,개선정비,윤활유 교체,2,231275,김철수,완료
EQ0230,2023-08-09,사후정비,부품 교체,7,380023,박준호,예정
EQ0230,2023-09-11,응급정비,윤활유 교체,1,97501,박준호,예정
EQ0230,2023-11-22,예방정비,부품 교체,3,400532,최민준,완료
EQ0230,2024-07-26,사후정비,청소 및 점검,1,162489,정수현,완료
EQ0230,2024-08-16,응급정비,전기 점검,4,229359,박준호,진행중
EQ0231,2023-04-09,개선정비,청소 및 점검,3,471144,정수현,진행중
EQ0231,2023-04-22,응급정비,청소 및 점검,4,249227,정수현,완료
EQ0231,2023-09-05,사후정비,전기 점검,7,57166,최민준,완료
EQ0231,2023-09-09,사후정비,전기 점검,1,461232,최민준,완료
EQ0231,2024-02-08,사후정비,청소 및 점검,3,53485,김철수,완료
EQ0231,2024-03-25,응급정비,부품 교체,1,345434,정수현,진행중
EQ0231,2024-06-24,사후정비,부품 교체,5,226353,최민준,완료
EQ0231,2024-06-25,개선정비,청소 및 점검,1,154894,김철수,완료
EQ0232,2023-04-17,개선정비,전기 점검,7,274962,이영희,완료
EQ0232,2023-10-03,예방정비,전기 점검,1,199877,박준호,완료
EQ0232,2023-11-12,예방정비,청소 및 점검,4,84328,김철수,완료
EQ0232,2023-12-14,예방정비,청소 및 점검,6,87289,김철수,진행중
EQ0232,2024-03-07,개선정비,윤활유 교체,4,197621,박준호,완료
EQ0232,2024-03-11,개선정비,윤활유 교체,1,408843,정수현,예정
EQ0232,2024-06-12,사후정비,부품 교체,6,487350,이영희,완료
EQ0233,2023-02-18,개선정비,윤활유 교체,6,224620,이영희,완료
EQ0233,2023-06-01,개선정비,전기 점검,7,244361,최민준,완료
EQ0233,2023-06-24,사후정비,부품 교체,7,105189,박준호,완료
EQ0233,2024-04-12,응급정비,윤활유 교체,5,465906,정수현,완료
EQ0233,2024-06-14,사후정비,청소 및 점검,5,398675,박준호,완료
EQ0233,2024-06-29,응급정비,전기 점검,2,454847,김철수,완료
EQ0234,2023-06-05,사후정비,부품 교체,1,319690,최민준,완료
EQ0234,2023-09-15,응급정비,전기 점검,3,431670,박준호,완료
EQ0234,2023-11-23,사후정비,청소 및 점검,4,254749,김철수,완료
EQ0234,2024-08-19,개선정비,윤활유 교체,4,60017,정수현,완료
EQ0235,2023-02-13,응급정비,전기 점검,3,270494,김철수,완료
EQ0235,2023-08-26,응급정비,윤활유 교체,5,436795,이영희,완료
EQ0235,2024-03-15,예방정비,청소 및 점검,5,467024,박준호,완료
EQ0235,2024-04-11,개선정비,윤활유 교체,3,68976,김철수,완료
EQ0235,2024-06-02,사후정비,전기 점검,1,85031,박준호,완료
EQ0235,2024-06-07,사후정비,부품 교체,5,431581,이영희,완료
EQ0235,2024-07-26,예방정비,전기 점검,5,467963,정수현,완료
EQ0236,2023-01-31,응급정비,윤활유 교체,3,162691,박준호,완료
EQ0236,2023-05-28,사후정비,조정 및 수리,2,315803,이영희,완료
EQ0236,2023-11-02,개선정비,전기 점검,4,487963,이영희,완료
EQ0236,2024-02-21,개선정비,전기 점검,5,449303,최민준,완료
EQ0236,2024-04-11,예방정비,조정 및 수리,7,448629,김철수,완료
EQ0236,2024-05-09,예방정비,윤활유 교체,6,125333,최민준,완료
EQ0236,2024-06-02,예방정비,부품 교체,7,179306,최민준,완료
EQ0236,2024-07-26,응급정비,청소 및 점검,1,455261,박준호,완료
EQ0237,2023-11-18,응급정비,전기 점검,3,143745,박준호,완료
EQ0237,2023-11-26,예방정비,전기 점검,4,438672,김철수,완료
EQ0237,2023-12-23,예방정비,부품 교체,5,289149,이영희,완료
EQ0237,2024-06-03,사후정비,전기 점검,3,196925,이영희,완료
EQ0237,2024-08-13,응급정비,조정 및 수리,4,391882,정수현,진행중
EQ0238,2023-04-11,개선정비,청소 및 점검,5,498460,정수현,완료
EQ0238,2023-05-03,사후정비,부품 교체,5,365194,정수현,완료
EQ0238,2023-08-06,응급정비,부품 교체,3,393667,정수현,완료
EQ0238,2024-01-14,예방정비,조정 및 수리,1,398222,최민준,완료
EQ0238,2024-02-11,사후정비,부품 교체,4,335554,박준호,완료
EQ0238,2024-03-09,개선정비,윤활유 교체,5,309832,박준호,예정
EQ0238,2024-05-20,개선정비,윤활유 교체,3,92956,최민준,완료
EQ0238,2024-07-16,응급정비,전기 점검,6,294778,박준호,완료
EQ0239,2023-04-27,응급정비,부품 교체,1,160002,이영희,완료
EQ0239,2023-06-24,사후정비,조정 및 수리,3,369904,정수현,완료
EQ0239,2023-07-06,응급정비,청소 및 점검,5,274916,박준호,완료
EQ0239,2023-10-07,응급정비,부품 교체,2,458642,이영희,완료
EQ0240,2024-04-26,개선정비,윤활유 교체,2,73719,정수현,완료
EQ0240,2024-07-09,사후정비,윤활유 교체,6,226863,이영희,완료
EQ0241,2023-02-11,예방정비,윤활유 교체,7,340690,최민준,완료
EQ0241,2023-05-25,응급정비,전기 점검,2,87939,최민준,완료
EQ0241,2023-06-30,예방정비,부품 교체,2,112871,김철수,완료
EQ0241,2023-12-03,예방정비,부품 교체,6,380537,정수현,완료
EQ0242,2023-01-30,예방정비,청소 및 점검,7,130345,김철수,진행중
EQ0242,2023-04-28,개선정비,전기 점검,5,174291,최민준,완료
EQ0242,2023-05-13,사후정비,윤활유 교체,7,499612,최민준,완료
EQ0242,2024-04-09,개선정비,부품 교체,3,98068,이영희,완료
EQ0243,2023-08-28,사후정비,청소 및 점검,4,140845,최민준,완료
EQ0243,2023-11-23,예방정비,조정 및 수리,4,398982,박준호,진행중
EQ0244,2023-09-13,개선정비,윤활유 교체,2,357532,정수현,완료
EQ0244,2024-04-02,사후정비,조정 및 수리,2,189362,최민준,완료
EQ0245,2023-06-23,예방정비,윤활유 교체,2,415848,김철수,완료
EQ0245,2023-10-19,개선정비,청소 및 점검,2,106373,김철수,완료
EQ0245,2024-02-26,예방정비,윤활유 교체,2,71746,이영희,완료
EQ0245,2024-04-16,예방정비,전기 점검,1,283220,정수현,진행중
EQ0245,2024-04-19,예방정비,전기 점검,4,308405,최민준,완료
EQ0245,2024-04-21,예방정비,윤활유 교체,7,118245,이영희,완료
EQ0245,2024-06-17,사후정비,조정 및 수리,1,73472,박준호,완료
EQ0246,2023-05-02,사후정비,윤활유 교체,7,182909,최민준,완료
EQ0246,2023-07-12,개선정비,전기 점검,3,70653,최민준,진행중
EQ0246,2023-11-05,예방정비,윤활유 교체,3,320873,박준호,완료
EQ0246,2024-01-25,응급정비,청소 및 점검,3,98853,김철수,완료
EQ0246,2024-02-16,응급정비,조정 및 수리,2,289135,박준호,완료
EQ0247,2023-03-20,개선정비,부품 교체,7,397885,최민준,완료
EQ0247,2023-07-31,사후정비,전기 점검,4,458148,박준호,완료
EQ0247,2023-09-28,예방정비,전기 점검,6,186718,박준호,완료
EQ0247,2024-01-07,개선정비,전기 점검,5,221149,정수현,완료
EQ0247,2024-05-01,응급정비,윤활유 교체,1,485304,이영희,완료
EQ0247,2024-06-10,예방정비,청소 및 점검,7,479235,이영희,완료
EQ0247,2024-07-18,사후정비,부품 교체,7,214085,김철수,완료
EQ0248,2023-02-21,사후정비,부품 교체,6,59152,박준호,완료
EQ0248,2024-01-09,개선정비,윤활유 교체,1,486610,이영희,완료
EQ0249,2023-01-01,예방정비,윤활유 교체,4,152895,최민준,완료
EQ0249,2023-03-01,응급정비,조정 및 수리,5,422009,정수현,완료
EQ0249,2023-12-08,개선정비,전기 점검,7,400226,박준호,완료
EQ0249,2024-03-08,개선정비,조정 및 수리,4,405536,박준호,진행중
EQ0249,2024-07-13,개선정비,조정 및 수리,7,367019,박준호,완료
EQ0249,2024-07-18,예방정비,조정 및 수리,5,216033,박준호,완료
EQ0250,2023-03-13,개선정비,부품 교체,4,93642,박준호,예정
EQ0250,2023-09-09,예방정비,윤활유 교체,7,353359,정수현,완료
EQ0250,2023-09-28,응급정비,전기 점검,2,104790,정수현,완료
EQ0250,2023-10-10,사후정비,조정 및 수리,6,312159,박준호,완료
EQ0250,2024-02-08,사후정비,윤활유 교체,2,206027,최민준,완료
EQ0250,2024-04-09,개선정비,전기 점검,1,189674,최민준,진행중
EQ0250,2024-04-11,사후정비,윤활유 교체,2,394336,박준호,진행중
EQ0250,2024-07-21,예방정비,청소 및 점검,1,414432,박준호,완료
EQ0251,2023-06-04,개선정비,조정 및 수리,3,459417,이영희,진행중
EQ0251,2023-06-17,개선정비,부품 교체,4,498015,이영희,완료
EQ0251,2023-07-29,응급정비,전기 점검,5,464436,이영희,완료
EQ0251,2023-11-09,사후정비,부품 교체,5,109405,정수현,완료
EQ0251,2024-03-10,사후정비,전기 점검,4,109040,김철수,완료
EQ0251,2024-04-04,사후정비,윤활유 교체,1,60447,정수현,완료
EQ0251,2024-06-05,예방정비,조정 및 수리,7,215047,김철수,완료
EQ0252,2023-03-10,응급정비,부품 교체,1,332724,김철수,예정
EQ0252,2023-04-06,응급정비,조정 및 수리,6,111855,김철수,진행중
EQ0252,2023-05-20,응급정비,윤활유 교체,6,430544,최민준,완료
EQ0252,2023-11-14,개선정비,전기 점검,2,308775,박준호,진행중
EQ0252,2024-01-29,개선정비,조정 및 수리,1,437877,박준호,완료
EQ0252,2024-06-25,예방정비,전기 점검,1,134581,정수현,완료
EQ0253,2023-01-28,개선정비,부품 교체,2,239809,정수현,완료
EQ0253,2023-11-17,예방정비,부품 교체,5,317097,박준호,완료
EQ0253,2024-01-18,사후정비,조정 및 수리,4,198016,이영희,예정
EQ0253,2024-04-24,예방정비,윤활유 교체,6,463999,박준호,완료
EQ0254,2023-05-15,응급정비,윤활유 교체,3,372628,정수현,완료
EQ0254,2023-06-16,사후정비,부품 교체,4,230721,최민준,완료
EQ0254,2024-03-18,응급정비,윤활유 교체,3,461333,박준호,진행중
EQ0254,2024-04-11,예방정비,조정 및 수리,3,427846,이영희,완료
EQ0254,2024-04-21,사후정비,청소 및 점검,3,190798,이영희,완료
EQ0254,2024-06-18,예방정비,전기 점검,3,333407,정수현,완료
EQ0254,2024-07-21,개선정비,부품 교체,7,126439,이영희,완료
EQ0255,2023-01-30,개선정비,조정 및 수리,5,482410,김철수,완료
EQ0255,2023-11-07,응급정비,전기 점검,1,125127,최민준,완료
EQ0255,2023-11-15,개선정비,청소 및 점검,7,263969,박준호,완료
EQ0255,2024-03-27,개선정비,청소 및 점검,4,474324,김철수,완료
EQ0255,2024-05-01,개선정비,전기 점검,4,152816,정수현,진행중
EQ0256,2023-01-06,응급정비,전기 점검,7,494007,최민준,완료
EQ0256,2023-06-03,응급정비,부품 교체,6,192462,최민준,완료
EQ0256,2023-07-26,사후정비,전기 점검,5,198038,최민준,완료
EQ0256,2023-09-05,응급정비,전기 점검,7,401314,이영희,완료
EQ0256,2023-10-11,사후정비,청소 및 점검,7,53466,최민준,완료
EQ0256,2024-05-01,예방정비,청소 및 점검,3,261920,박준호,완료
EQ0257,2023-02-18,개선정비,전기 점검,4,56283,정수현,완료
EQ0257,2023-08-19,개선정비,조정 및 수리,6,200672,박준호,진행중
EQ0257,2024-01-31,사후정비,전기 점검,6,417915,박준호,완료
EQ0257,2024-03-23,개선정비,부품 교체,1,464073,김철수,완료
EQ0257,2024-05-23,응급정비,조정 및 수리,2,53718,김철수,완료
EQ0257,2024-07-01,사후정비,전기 점검,4,254621,정수현,완료
EQ0258,2023-07-06,사후정비,전기 점검,4,94021,최민준,진행중
EQ0258,2023-08-15,개선정비,청소 및 점검,2,327560,김철수,완료
EQ0258,2024-03-09,사후정비,부품 교체,2,402622,이영희,완료
EQ0258,2024-05-09,사후정비,부품 교체,1,435726,최민준,완료
EQ0258,2024-06-07,응급정비,윤활유 교체,1,324245,박준호,진행중
EQ0259,2023-10-07,사후정비,조정 및 수리,6,406418,박준호,완료
EQ0259,2024-03-06,개선정비,부품 교체,5,206760,박준호,완료
EQ0259,2024-06-29,예방정비,청소 및 점검,4,272546,박준호,완료
EQ0260,2023-02-09,개선정비,조정 및 수리,3,187028,이영희,완료
EQ0260,2023-04-27,사후정비,조정 및 수리,3,200790,박준호,완료
EQ0260,2023-06-04,응급정비,청소 및 점검,5,99953,최민준,완료
EQ0260,2023-06-23,예방정비,조정 및 수리,7,428198,정수현,완료
EQ0260,2023-07-11,예방정비,부품 교체,2,419340,최민준,예정
EQ0260,2024-07-20,사후정비,조정 및 수리,4,249879,김철수,완료
EQ0261,2024-01-13,사후정비,윤활유 교체,5,464858,최민준,완료
EQ0261,2024-08-19,응급정비,청소 및 점검,7,221833,김철수,완료
EQ0262,2023-07-17,응급정비,청소 및 점검,1,381988,박준호,완료
EQ0262,2023-08-07,사후정비,청소 및 점검,1,119191,정수현,완료
EQ0263,2023-02-06,응급정비,전기 점검,2,344013,정수현,완료
EQ0263,2023-03-09,개선정비,윤활유 교체,2,363336,최민준,완료
EQ0263,2023-06-15,개선정비,전기 점검,6,454659,김철수,완료
EQ0263,2023-08-26,사후정비,조정 및 수리,3,237542,최민준,진행중
EQ0263,2023-08-28,개선정비,조정 및 수리,4,417622,김철수,완료
EQ0263,2024-06-22,예방정비,조정 및 수리,3,372866,정수현,완료
EQ0264,2023-04-27,사후정비,조정 및 수리,1,391865,최민준,완료
EQ0264,2023-06-07,사후정비,조정 및 수리,1,179984,이영희,완료
EQ0264,2023-08-03,개선정비,윤활유 교체,1,372456,정수현,완료
EQ0264,2023-08-20,응급정비,전기 점검,4,280644,김철수,완료
EQ0264,2024-07-20,사후정비,부품 교체,4,488946,이영희,완료
EQ0264,2024-07-21,예방정비,부품 교체,6,124531,김철수,완료
EQ0265,2023-08-26,개선정비,윤활유 교체,4,296401,박준호,완료
EQ0265,2023-12-13,예방정비,부품 교체,5,423479,정수현,완료
EQ0265,2023-12-15,응급정비,부품 교체,1,149899,박준호,완료
EQ0265,2024-01-18,개선정비,윤활유 교체,3,241116,이영희,완료
EQ0265,2024-02-26,개선정비,청소 및 점검,6,318614,최민준,완료
EQ0265,2024-07-10,예방정비,조정 및 수리,6,496967,이영희,완료
EQ0265,2024-07-28,예방정비,윤활유 교체,3,90564,정수현,완료
EQ0266,2023-06-08,개선정비,청소 및 점검,3,470731,박준호,완료
EQ0266,2023-08-11,사후정비,청소 및 점검,7,146467,이영희,완료
EQ0266,2023-09-03,예방정비,청소 및 점검,5,351366,김철수,완료
EQ0266,2023-09-04,응급정비,전기 점검,6,293783,정수현,완료
EQ0266,2023-12-25,개선정비,조정 및 수리,5,467692,정수현,진행중
EQ0266,2024-01-14,개선정비,전기 점검,6,481201,박준호,진행중
EQ0266,2024-06-07,예방정비,청소 및 점검,7,77712,이영희,완료
EQ0266,2024-06-11,예방정비,부품 교체,5,355049,정수현,완료
EQ0267,2023-01-21,개선정비,청소 및 점검,5,424315,김철수,진행중
EQ0267,2023-01-22,사후정비,전기 점검,3,313874,김철수,완료
EQ0267,2024-03-24,사후정비,전기 점검,5,435672,정수현,완료
EQ0267,2024-04-16,개선정비,전기 점검,3,420900,이영희,완료
EQ0268,2023-05-22,응급정비,부품 교체,6,159273,이영희,완료
EQ0268,2023-07-03,예방정비,윤활유 교체,5,160275,김철수,완료
EQ0268,2023-08-27,개선정비,조정 및 수리,3,110833,최민준,예정
EQ0268,2023-10-04,사후정비,전기 점검,1,65729,김철수,완료
EQ0268,2024-03-16,예방정비,조정 및 수리,6,77492,김철수,완료
EQ0268,2024-04-23,개선정비,조정 및 수리,7,387897,정수현,완료
EQ0268,2024-06-07,개선정비,조정 및 수리,4,104457,김철수,완료
EQ0269,2023-03-29,응급정비,부품 교체,2,92241,이영희,완료
EQ0269,2023-08-21,응급정비,청소 및 점검,5,266108,최민준,완료
EQ0269,2023-09-13,사후정비,윤활유 교체,7,433937,정수현,완료
EQ0269,2023-11-22,사후정비,청소 및 점검,3,458560,박준호,완료
EQ0269,2023-12-04,사후정비,청소 및 점검,6,392765,최민준,완료
EQ0269,2024-03-11,개선정비,조정 및 수리,4,78927,이영희,완료
EQ0269,2024-07-27,사후정비,부품 교체,6,208004,최민준,완료
EQ0270,2023-02-04,개선정비,윤활유 교체,2,186153,이영희,완료
EQ0270,2023-04-05,응급정비,청소 및 점검,2,55339,이영희,완료
EQ0270,2023-09-06,사후정비,청소 및 점검,3,76354,이영희,완료
EQ0270,2024-01-16,예방정비,윤활유 교체,2,144453,정수현,진행중
EQ0271,2023-03-24,예방정비,전기 점검,1,236737,정수현,완료
EQ0271,2023-05-17,개선정비,전기 점검,1,148112,이영희,완료
EQ0271,2023-06-29,개선정비,윤활유 교체,3,149859,박준호,완료
EQ0271,2023-12-14,응급정비,부품 교체,2,387816,김철수,진행중
EQ0271,2024-06-14,응급정비,전기 점검,5,65473,김철수,완료
EQ0272,2023-01-02,개선정비,조정 및 수리,2,448479,박준호,완료
EQ0272,2023-02-04,응급정비,윤활유 교체,6,138115,최민준,완료
EQ0272,2023-05-04,예방정비,윤활유 교체,4,399442,정수현,완료
EQ0272,2024-02-14,예방정비,전기 점검,2,295509,정수현,완료
EQ0272,2024-02-16,예방정비,부품 교체,7,417650,김철수,완료
EQ0272,2024-06-02,응급정비,부품 교체,6,483181,최민준,완료
EQ0272,2024-07-19,응급정비,조정 및 수리,1,222679,정수현,완료
EQ0273,2023-01-16,개선정비,윤활유 교체,1,450390,정수현,완료
EQ0273,2023-02-06,응급정비,조정 및 수리,4,254883,최민준,완료
EQ0273,2023-03-13,사후정비,청소 및 점검,6,393568,김철수,완료
EQ0273,2023-06-01,사후정비,부품 교체,1,109556,이영희,완료
EQ0273,2023-07-31,사후정비,조정 및 수리,7,270148,이영희,완료
EQ0273,2023-12-08,개선정비,전기 점검,4,77338,박준호,완료
EQ0273,2024-08-16,개선정비,청소 및 점검,1,292118,이영희,예정
EQ0274,2023-02-02,사후정비,전기 점검,3,107278,최민준,완료
EQ0274,2023-03-09,사후정비,조정 및 수리,7,311724,정수현,예정
EQ0274,2023-04-09,개선정비,전기 점검,2,325619,김철수,완료
EQ0274,2023-04-18,응급정비,윤활유 교체,1,107573,정수현,완료
EQ0274,2023-09-06,개선정비,부품 교체,6,101042,김철수,완료
EQ0274,2023-09-30,사후정비,윤활유 교체,3,253180,최민준,완료
EQ0274,2024-08-18,예방정비,조정 및 수리,2,66025,정수현,완료
EQ0275,2023-08-21,응급정비,조정 및 수리,6,94566,이영희,완료
EQ0275,2023-08-29,예방정비,청소 및 점검,3,53779,김철수,완료
EQ0275,2024-08-17,예방정비,청소 및 점검,5,317299,이영희,완료
EQ0276,2023-01-14,응급정비,청소 및 점검,1,57902,이영희,완료
EQ0276,2023-05-30,예방정비,조정 및 수리,2,69462,이영희,완료
EQ0276,2023-06-12,응급정비,부품 교체,7,76046,박준호,완료
EQ0276,2023-12-09,응급정비,조정 및 수리,7,455836,박준호,완료
EQ0276,2024-02-07,예방정비,청소 및 점검,6,370668,이영희,완료
EQ0276,2024-06-26,사후정비,윤활유 교체,2,496346,김철수,완료
EQ0277,2023-03-02,예방정비,윤활유 교체,6,67879,박준호,완료
EQ0277,2023-04-29,사후정비,전기 점검,4,324870,박준호,완료
EQ0277,2023-09-16,사후정비,윤활유 교체,3,418581,최민준,완료
EQ0277,2023-10-09,개선정비,조정 및 수리,1,394120,정수현,완료
EQ0277,2023-12-27,예방정비,윤활유 교체,5,394286,이영희,완료
EQ0277,2024-01-17,개선정비,조정 및 수리,1,166562,최민준,완료
EQ0277,2024-04-09,응급정비,조정 및 수리,5,96935,이영희,완료
EQ0277,2024-05-03,사후정비,청소 및 점검,6,120423,박준호,완료
EQ0278,2023-06-22,사후정비,부품 교체,4,219455,정수현,완료
EQ0278,2023-07-06,예방정비,청소 및 점검,3,162726,박준호,완료
EQ0278,2023-10-22,응급정비,조정 및 수리,4,335399,김철수,완료
EQ0278,2023-11-25,응급정비,조정 및 수리,6,331624,최민준,완료
EQ0278,2024-03-22,개선정비,윤활유 교체,3,382022,김철수,예정
EQ0278,2024-08-21,예방정비,청소 및 점검,4,67628,이영희,완료
EQ0279,2023-01-02,예방정비,윤활유 교체,1,318966,이영희,완료
EQ0279,2023-02-12,사후정비,전기 점검,1,121215,정수현,완료
EQ0279,2023-07-14,응급정비,윤활유 교체,1,213686,김철수,완료
EQ0279,2024-01-24,사후정비,윤활유 교체,3,156177,최민준,완료
EQ0279,2024-05-15,응급정비,조정 및 수리,4,438829,이영희,완료
EQ0279,2024-08-01,예방정비,조정 및 수리,2,418754,정수현,진행중
EQ0280,2023-03-17,사후정비,청소 및 점검,3,337580,박준호,완료
EQ0280,2024-03-22,응급정비,부품 교체,5,434841,박준호,완료
EQ0281,2023-03-13,개선정비,조정 및 수리,7,495126,김철수,완료
EQ0281,2023-06-27,응급정비,윤활유 교체,2,61551,정수현,완료
EQ0281,2023-08-05,사후정비,부품 교체,1,188969,정수현,완료
EQ0281,2023-08-06,사후정비,조정 및 수리,3,487348,김철수,완료
EQ0281,2023-12-05,사후정비,전기 점검,5,282482,이영희,완료
EQ0281,2024-06-18,응급정비,윤활유 교체,2,417181,최민준,완료
EQ0282,2023-01-01,개선정비,윤활유 교체,6,81347,최민준,진행중
EQ0282,2023-06-16,예방정비,청소 및 점검,2,432701,이영희,완료
EQ0282,2023-11-17,개선정비,전기 점검,1,232632,이영희,완료
EQ0282,2023-11-20,개선정비,전기 점검,1,468860,최민준,완료
EQ0282,2024-03-04,예방정비,부품 교체,7,189841,최민준,완료
EQ0282,2024-05-12,사후정비,조정 및 수리,4,273376,최민준,완료
EQ0283,2023-02-04,개선정비,부품 교체,4,106112,김철수,완료
EQ0283,2023-05-22,예방정비,윤활유 교체,7,148226,김철수,완료
EQ0283,2023-07-30,응급정비,전기 점검,1,74810,박준호,완료
EQ0283,2023-10-17,예방정비,청소 및 점검,6,388106,이영희,완료
EQ0283,2024-01-06,예방정비,전기 점검,2,288706,김철수,완료
EQ0284,2023-07-02,응급정비,조정 및 수리,7,288404,이영희,완료
EQ0284,2023-09-02,예방정비,부품 교체,6,240531,최민준,완료
EQ0284,2024-04-06,응급정비,전기 점검,1,488264,이영희,진행중
EQ0284,2024-06-24,예방정비,윤활유 교체,4,160803,박준호,완료
EQ0285,2023-01-06,개선정비,전기 점검,1,332984,김철수,완료
EQ0285,2023-04-10,사후정비,윤활유 교체,4,438176,박준호,진행중
EQ0285,2024-07-21,개선정비,전기 점검,1,408659,이영희,완료
EQ0286,2023-06-25,응급정비,윤활유 교체,7,78498,박준호,진행중
EQ0286,2024-01-16,예방정비,부품 교체,7,285944,정수현,완료
EQ0286,2024-04-18,예방정비,윤활유 교체,5,392523,정수현,완료
EQ0286,2024-06-25,사후정비,조정 및 수리,7,231652,최민준,완료
EQ0287,2023-09-16,개선정비,윤활유 교체,5,55988,정수현,완료
EQ0287,2023-11-27,예방정비,부품 교체,5,205992,박준호,완료
EQ0287,2023-12-12,개선정비,전기 점검,3,396202,정수현,완료
EQ0288,2023-01-21,개선정비,부품 교체,4,311982,김철수,완료
EQ0288,2023-06-07,응급정비,부품 교체,7,272364,김철수,완료
EQ0288,2024-03-31,응급정비,윤활유 교체,2,239519,박준호,진행중
EQ0288,2024-05-01,예방정비,청소 및 점검,6,377940,이영희,완료
EQ0288,2024-05-23,응급정비,전기 점검,5,346751,최민준,예정
EQ0288,2024-06-24,예방정비,부품 교체,3,459991,김철수,완료
EQ0288,2024-08-22,사후정비,윤활유 교체,1,474958,박준호,예정
EQ0289,2023-01-31,사후정비,윤활유 교체,6,67061,박준호,진행중
EQ0289,2023-03-25,개선정비,윤활유 교체,4,84146,정수현,완료
EQ0289,2023-04-02,개선정비,청소 및 점검,1,174148,정수현,완료
EQ0289,2023-06-02,응급정비,청소 및 점검,3,89212,김철수,완료
EQ0289,2023-06-14,응급정비,조정 및 수리,4,466928,박준호,완료
EQ0289,2023-12-18,사후정비,부품 교체,5,176394,이영희,완료
EQ0289,2024-01-08,응급정비,청소 및 점검,1,418531,정수현,완료
EQ0289,2024-08-09,개선정비,조정 및 수리,4,295139,정수현,예정
EQ0290,2023-03-13,사후정비,윤활유 교체,3,162490,박준호,완료
EQ0290,2023-03-28,응급정비,전기 점검,6,50392,이영희,완료
EQ0290,2023-04-23,응급정비,부품 교체,7,453613,박준호,완료
EQ0290,2023-08-21,예방정비,윤활유 교체,5,408419,이영희,진행중
EQ0290,2023-08-31,사후정비,윤활유 교체,7,121899,김철수,완료
EQ0290,2024-06-03,개선정비,부품 교체,1,391814,최민준,진행중
EQ0291,2023-07-08,예방정비,윤활유 교체,6,291983,박준호,완료
EQ0291,2023-11-25,사후정비,청소 및 점검,6,122100,김철수,완료
EQ0291,2024-01-25,사후정비,윤활유 교체,5,310160,김철수,완료
EQ0291,2024-02-04,사후정비,청소 및 점검,4,203499,김철수,완료
EQ0291,2024-02-21,예방정비,청소 및 점검,2,468457,최민준,완료
EQ0292,2023-06-04,사후정비,전기 점검,2,178013,이영희,완료
EQ0292,2023-10-13,개선정비,전기 점검,7,299800,최민준,완료
EQ0292,2023-10-28,응급정비,조정 및 수리,1,66652,정수현,완료
EQ0292,2023-12-07,응급정비,청소 및 점검,3,126682,최민준,예정
EQ0292,2024-03-14,예방정비,조정 및 수리,2,236751,최민준,완료
EQ0292,2024-03-15,응급정비,청소 및 점검,1,400834,김철수,완료
EQ0292,2024-05-02,응급정비,전기 점검,2,347302,김철수,진행중
EQ0293,2023-03-02,사후정비,조정 및 수리,2,112088,박준호,완료
EQ0293,2023-03-05,응급정비,청소 및 점검,1,201101,최민준,예정
EQ0293,2023-03-26,응급정비,전기 점검,1,325020,김철수,완료
EQ0293,2023-10-22,사후정비,부품 교체,3,138094,박준호,완료
EQ0293,2023-10-29,예방정비,전기 점검,5,413095,박준호,완료
EQ0293,2024-03-13,사후정비,부품 교체,6,152690,박준호,완료
EQ0293,2024-03-17,예방정비,조정 및 수리,4,457650,김철수,완료
EQ0293,2024-04-15,사후정비,윤활유 교체,7,155218,이영희,완료
EQ0294,2023-05-16,응급정비,부품 교체,2,456963,김철수,완료
EQ0294,2023-12-19,개선정비,윤활유 교체,3,250095,최민준,완료
EQ0294,2024-01-05,개선정비,전기 점검,7,85151,정수현,완료
EQ0295,2023-01-15,개선정비,윤활유 교체,1,190978,정수현,완료
EQ0295,2023-02-24,사후정비,부품 교체,6,239792,이영희,완료
EQ0295,2023-03-11,예방정비,부품 교체,7,208024,이영희,완료
EQ0295,2023-06-22,응급정비,청소 및 점검,2,417148,최민준,완료
EQ0295,2024-07-27,예방정비,부품 교체,6,139941,박준호,완료
EQ0296,2024-01-23,사후정비,부품 교체,2,181213,박준호,진행중
