기기ID,점검일자,점검항목,측정값,측정단위,점검결과,담당자,비고
EQ0235,2023-06-28,외관검사,48.53,L/min,경고,박준호,조정완료
EQ0235,2023-07-29,절연저항,27.57,L/min,정상,김철수,조정완료
EQ0235,2023-09-13,소음진동,28.9,dB,정상,김철수,윤활유 추가
EQ0235,2023-11-12,유량측정,51.82,bar,정상,정수현,청소완료
EQ0235,2024-02-27,유량측정,60.72,°C,정상,김철수,조정완료
EQ0235,2024-02-29,유량측정,35.96,bar,정상,박준호,
EQ0235,2024-03-24,전류측정,31.6,dB,정상,김철수,조정완료
EQ0235,2024-05-22,유량측정,67.01,A,주의,최민준,청소완료
EQ0235,2024-06-22,소음진동,51.61,A,불량,이영희,조정완료
EQ0235,2024-08-04,소음진동,37.8,A,정상,이영희,부품교체필요
EQ0236,2023-02-23,전류측정,11.07,bar,정상,이영희,
EQ0236,2023-03-08,외관검사,65.32,MΩ,정상,박준호,부품교체필요
EQ0236,2023-03-17,절연저항,36.19,A,정상,이영희,윤활유 추가
EQ0236,2023-10-29,유량측정,10.03,L/min,정상,이영희,청소완료
EQ0236,2024-01-06,온도측정,59.47,bar,정상,정수현,청소완료
EQ0236,2024-01-08,온도측정,63.14,A,주의,정수현,윤활유 추가
EQ0236,2024-01-28,외관검사,43.7,A,정상,이영희,부품교체필요
EQ0236,2024-05-30,유량측정,32.03,MΩ,정상,김철수,윤활유 추가
EQ0236,2024-06-05,전류측정,14.99,A,정상,김철수,
EQ0236,2024-07-21,소음진동,50.26,L/min,주의,이영희,
EQ0236,2024-07-23,전류측정,51.29,dB,정상,김철수,윤활유 추가
EQ0237,2023-03-12,전류측정,77.99,A,정상,최민준,부품교체필요
EQ0237,2023-03-22,전류측정,81.88,°C,정상,박준호,
EQ0237,2023-04-06,압력검사,28.94,A,경고,박준호,
EQ0237,2023-04-21,전류측정,52.44,bar,정상,김철수,청소완료
EQ0237,2023-05-28,절연저항,43.4,dB,정상,김철수,윤활유 추가
EQ0237,2023-06-13,온도측정,20.53,MΩ,정상,이영희,
EQ0237,2023-08-15,소음진동,29.93,°C,정상,최민준,윤활유 추가
EQ0237,2023-10-26,소음진동,73.63,A,주의,김철수,윤활유 추가
EQ0237,2023-12-06,절연저항,90.68,MΩ,정상,정수현,조정완료
EQ0237,2023-12-08,압력검사,77.59,dB,정상,이영희,청소완료
EQ0237,2023-12-22,전류측정,12.99,bar,정상,이영희,부품교체필요
EQ0237,2024-01-27,온도측정,96.65,°C,주의,김철수,청소완료
EQ0237,2024-01-29,소음진동,42.33,A,정상,이영희,조정완료
EQ0237,2024-03-30,외관검사,45.4,L/min,정상,박준호,부품교체필요
EQ0238,2023-01-31,절연저항,72.66,L/min,주의,김철수,윤활유 추가
EQ0238,2023-05-03,유량측정,36.79,L/min,주의,정수현,청소완료
EQ0238,2023-05-28,압력검사,65.72,°C,정상,박준호,부품교체필요
EQ0238,2023-08-25,유량측정,36.92,°C,정상,정수현,윤활유 추가
EQ0238,2023-08-28,절연저항,42.78,MΩ,경고,정수현,청소완료
EQ0238,2024-02-19,온도측정,41.26,bar,주의,박준호,청소완료
EQ0238,2024-03-08,외관검사,71.17,dB,정상,김철수,윤활유 추가
EQ0238,2024-06-08,전류측정,64.38,bar,정상,박준호,윤활유 추가
EQ0238,2024-08-22,유량측정,75.92,bar,정상,최민준,청소완료
EQ0239,2023-02-18,유량측정,49.97,MΩ,정상,이영희,
EQ0239,2023-02-23,소음진동,39.21,dB,정상,이영희,
EQ0239,2023-05-05,압력검사,45.79,dB,정상,최민준,
EQ0239,2023-06-22,온도측정,39.42,dB,정상,김철수,
EQ0239,2023-06-25,소음진동,32.23,L/min,정상,최민준,청소완료
EQ0239,2023-08-12,절연저항,91.65,MΩ,정상,최민준,윤활유 추가
EQ0239,2023-10-27,절연저항,54.51,dB,정상,최민준,
EQ0239,2023-12-06,유량측정,16.92,L/min,정상,정수현,부품교체필요
EQ0239,2023-12-22,외관검사,65.76,bar,경고,최민준,조정완료
EQ0239,2024-01-11,전류측정,30.76,A,정상,김철수,조정완료
EQ0239,2024-02-05,전류측정,38.27,A,정상,김철수,조정완료
EQ0239,2024-04-26,온도측정,21.97,°C,경고,박준호,조정완료
EQ0239,2024-05-14,유량측정,19.43,MΩ,정상,정수현,조정완료
EQ0239,2024-06-13,유량측정,66.32,L/min,정상,정수현,
EQ0239,2024-07-28,압력검사,89.14,°C,경고,김철수,윤활유 추가
EQ0240,2023-01-16,압력검사,63.04,dB,정상,이영희,부품교체필요
EQ0240,2023-03-23,외관검사,44.21,°C,정상,박준호,청소완료
EQ0240,2023-04-24,유량측정,15.36,dB,주의,이영희,부품교체필요
EQ0240,2023-06-15,절연저항,54.23,MΩ,정상,정수현,청소완료
EQ0240,2024-05-21,외관검사,28.37,A,주의,이영희,청소완료
EQ0241,2023-08-02,소음진동,62.58,dB,경고,정수현,청소완료
EQ0241,2023-09-10,압력검사,49.87,L/min,정상,최민준,부품교체필요
EQ0241,2023-10-20,전류측정,90.32,°C,주의,정수현,조정완료
EQ0241,2024-02-02,온도측정,16.63,bar,불량,최민준,부품교체필요
EQ0241,2024-03-01,전류측정,61.54,A,경고,박준호,청소완료
EQ0241,2024-06-18,소음진동,87.01,MΩ,정상,김철수,
EQ0242,2023-02-15,외관검사,45.23,bar,정상,김철수,
EQ0242,2023-04-14,절연저항,82.81,dB,정상,박준호,윤활유 추가
EQ0242,2023-11-19,전류측정,30.31,dB,정상,정수현,부품교체필요
EQ0242,2024-02-19,전류측정,81.6,dB,정상,김철수,윤활유 추가
EQ0242,2024-07-26,외관검사,81.28,bar,정상,이영희,부품교체필요
EQ0243,2023-06-21,압력검사,25.85,A,정상,김철수,윤활유 추가
EQ0243,2023-07-27,유량측정,82.89,MΩ,정상,이영희,윤활유 추가
EQ0243,2023-12-15,전류측정,24.19,bar,정상,박준호,윤활유 추가
EQ0243,2024-01-06,유량측정,29.52,L/min,불량,이영희,윤활유 추가
EQ0243,2024-01-29,소음진동,12.2,°C,정상,이영희,부품교체필요
EQ0243,2024-02-12,절연저항,96.41,L/min,주의,김철수,부품교체필요
EQ0243,2024-05-27,외관검사,75.25,bar,정상,김철수,윤활유 추가
EQ0243,2024-06-06,유량측정,75.59,dB,주의,김철수,부품교체필요
EQ0243,2024-07-07,소음진동,14.8,°C,정상,이영희,청소완료
EQ0244,2023-01-29,압력검사,39.55,MΩ,주의,박준호,윤활유 추가
EQ0244,2023-02-26,외관검사,11.27,A,정상,최민준,청소완료
EQ0244,2023-05-24,전류측정,68.09,MΩ,정상,김철수,
EQ0244,2023-06-04,온도측정,49.51,A,정상,최민준,윤활유 추가
EQ0244,2023-06-09,유량측정,35.32,MΩ,정상,박준호,부품교체필요
EQ0244,2023-07-31,압력검사,44.11,bar,정상,김철수,청소완료
EQ0244,2024-01-27,온도측정,45.82,A,정상,최민준,
EQ0244,2024-02-24,외관검사,21.25,A,정상,김철수,조정완료
EQ0244,2024-08-14,전류측정,85.32,bar,정상,정수현,부품교체필요
EQ0245,2023-01-12,절연저항,51.58,dB,정상,최민준,
EQ0245,2023-02-21,압력검사,34.12,dB,경고,김철수,부품교체필요
EQ0245,2023-02-23,외관검사,91.77,dB,정상,박준호,
EQ0245,2023-03-23,유량측정,62.61,A,정상,정수현,조정완료
EQ0245,2023-06-08,전류측정,23.37,°C,정상,정수현,부품교체필요
EQ0245,2023-08-08,절연저항,73.82,L/min,불량,김철수,
EQ0245,2023-10-15,온도측정,89.87,°C,정상,이영희,조정완료
EQ0245,2024-01-19,압력검사,37.01,°C,정상,정수현,
EQ0245,2024-02-05,압력검사,90.47,dB,정상,이영희,
EQ0245,2024-02-12,압력검사,15.13,MΩ,정상,박준호,부품교체필요
EQ0245,2024-07-07,온도측정,85.08,dB,정상,이영희,부품교체필요
EQ0245,2024-07-08,압력검사,14.12,bar,불량,최민준,부품교체필요
EQ0245,2024-08-21,소음진동,27.81,MΩ,정상,최민준,부품교체필요
EQ0246,2023-02-11,온도측정,30.79,MΩ,정상,정수현,청소완료
EQ0246,2023-02-26,절연저항,54.8,L/min,정상,최민준,청소완료
EQ0246,2023-08-05,절연저항,40.83,MΩ,정상,박준호,부품교체필요
EQ0246,2023-09-09,온도측정,84.04,dB,불량,최민준,
EQ0246,2024-01-26,소음진동,30.37,MΩ,정상,이영희,조정완료
EQ0246,2024-04-25,압력검사,58.57,A,정상,박준호,윤활유 추가
EQ0246,2024-07-03,절연저항,95.66,bar,경고,김철수,
EQ0247,2023-01-30,압력검사,15.73,bar,정상,이영희,
EQ0247,2023-06-03,유량측정,76.1,dB,경고,김철수,조정완료
EQ0247,2023-06-28,외관검사,67.0,L/min,정상,이영희,윤활유 추가
EQ0247,2023-09-24,절연저항,67.15,L/min,주의,정수현,부품교체필요
EQ0247,2023-12-19,압력검사,80.63,MΩ,정상,최민준,
EQ0247,2024-01-06,압력검사,34.45,MΩ,정상,정수현,윤활유 추가
EQ0247,2024-04-12,절연저항,36.23,L/min,정상,이영희,청소완료
EQ0247,2024-07-14,소음진동,66.03,L/min,주의,이영희,부품교체필요
EQ0247,2024-07-16,압력검사,38.57,dB,정상,정수현,부품교체필요
EQ0247,2024-08-16,외관검사,72.38,°C,정상,박준호,
EQ0248,2023-01-26,온도측정,54.61,A,불량,이영희,
EQ0248,2023-04-20,압력검사,94.37,dB,정상,이영희,
EQ0248,2023-08-14,전류측정,47.39,dB,정상,김철수,청소완료
EQ0248,2024-01-14,유량측정,35.88,dB,정상,박준호,청소완료
EQ0248,2024-01-16,온도측정,30.04,dB,정상,이영희,조정완료
EQ0248,2024-04-28,유량측정,19.18,MΩ,정상,이영희,조정완료
EQ0248,2024-05-18,절연저항,11.03,L/min,정상,이영희,
EQ0248,2024-06-27,외관검사,18.76,°C,경고,박준호,
EQ0248,2024-07-22,전류측정,87.53,MΩ,정상,정수현,조정완료
EQ0249,2023-01-30,유량측정,42.28,dB,정상,이영희,조정완료
EQ0249,2023-06-12,외관검사,49.06,MΩ,불량,최민준,부품교체필요
EQ0249,2023-11-23,소음진동,41.44,MΩ,주의,최민준,
EQ0249,2023-11-25,소음진동,11.58,dB,정상,정수현,
EQ0249,2023-12-19,온도측정,32.89,MΩ,정상,김철수,조정완료
EQ0249,2024-01-05,압력검사,11.44,bar,정상,김철수,부품교체필요
EQ0249,2024-06-16,유량측정,53.42,L/min,정상,최민준,부품교체필요
EQ0249,2024-07-06,압력검사,31.4,dB,정상,최민준,조정완료
EQ0249,2024-07-24,소음진동,76.12,L/min,정상,최민준,윤활유 추가
EQ0249,2024-08-18,온도측정,47.2,MΩ,정상,정수현,
EQ0249,2024-08-20,절연저항,81.62,bar,정상,박준호,윤활유 추가
EQ0250,2023-03-18,소음진동,33.95,°C,경고,정수현,부품교체필요
EQ0250,2023-05-10,전류측정,11.95,L/min,주의,박준호,부품교체필요
EQ0250,2023-05-30,전류측정,90.31,MΩ,정상,박준호,조정완료
EQ0250,2023-07-24,압력검사,69.5,dB,주의,최민준,조정완료
EQ0250,2023-09-14,유량측정,46.6,bar,주의,김철수,조정완료
EQ0250,2023-09-28,온도측정,83.48,MΩ,정상,이영희,부품교체필요
EQ0250,2024-01-07,전류측정,32.93,dB,경고,정수현,청소완료
EQ0250,2024-02-03,유량측정,50.28,L/min,경고,박준호,
EQ0250,2024-04-18,소음진동,80.08,°C,정상,김철수,윤활유 추가
EQ0250,2024-06-12,소음진동,67.93,dB,정상,박준호,윤활유 추가
EQ0250,2024-07-01,외관검사,77.34,MΩ,정상,최민준,부품교체필요
EQ0250,2024-07-25,압력검사,85.4,bar,정상,최민준,윤활유 추가
EQ0251,2023-02-17,온도측정,96.96,L/min,정상,최민준,윤활유 추가
EQ0251,2023-04-18,온도측정,75.21,L/min,정상,이영희,부품교체필요
EQ0251,2023-08-11,온도측정,82.07,bar,정상,정수현,청소완료
EQ0251,2023-10-06,압력검사,65.57,dB,정상,김철수,
EQ0251,2024-03-01,압력검사,68.54,bar,정상,이영희,부품교체필요
EQ0251,2024-04-23,유량측정,93.2,°C,정상,최민준,
EQ0251,2024-08-02,전류측정,17.4,MΩ,경고,이영희,부품교체필요
EQ0252,2023-01-13,전류측정,13.36,bar,주의,최민준,청소완료
EQ0252,2023-04-06,소음진동,55.88,MΩ,정상,이영희,윤활유 추가
EQ0252,2023-10-27,전류측정,44.44,A,정상,최민준,조정완료
EQ0252,2023-12-11,전류측정,54.19,°C,정상,김철수,윤활유 추가
EQ0252,2024-02-19,유량측정,66.81,A,정상,김철수,윤활유 추가
EQ0252,2024-03-16,소음진동,96.73,bar,주의,이영희,
EQ0252,2024-05-26,유량측정,66.27,A,정상,김철수,부품교체필요
EQ0252,2024-06-06,절연저항,56.01,dB,정상,박준호,청소완료
EQ0252,2024-07-07,외관검사,39.46,L/min,정상,정수현,부품교체필요
EQ0252,2024-07-24,압력검사,57.0,MΩ,경고,박준호,부품교체필요
EQ0253,2023-04-17,유량측정,82.47,bar,정상,최민준,윤활유 추가
EQ0253,2023-06-02,외관검사,29.01,L/min,정상,김철수,
EQ0253,2023-08-14,온도측정,51.97,A,정상,김철수,조정완료
EQ0253,2023-08-19,외관검사,98.36,MΩ,주의,김철수,윤활유 추가
EQ0253,2023-08-28,절연저항,84.63,dB,정상,김철수,
EQ0253,2023-12-21,절연저항,41.81,bar,정상,이영희,윤활유 추가
EQ0253,2024-02-13,전류측정,80.17,A,정상,박준호,
EQ0253,2024-02-24,온도측정,98.87,bar,정상,이영희,
EQ0253,2024-04-17,외관검사,87.68,L/min,정상,김철수,부품교체필요
EQ0253,2024-05-29,절연저항,36.89,MΩ,불량,이영희,
EQ0253,2024-06-18,전류측정,75.03,MΩ,불량,이영희,윤활유 추가
EQ0253,2024-06-25,전류측정,11.98,bar,정상,최민준,
EQ0254,2023-01-04,전류측정,87.41,A,정상,최민준,조정완료
EQ0254,2023-08-22,외관검사,54.85,°C,경고,최민준,청소완료
EQ0254,2023-09-23,외관검사,10.53,°C,정상,박준호,윤활유 추가
EQ0254,2023-09-29,외관검사,12.74,bar,정상,정수현,부품교체필요
EQ0254,2023-11-03,절연저항,77.39,dB,정상,이영희,부품교체필요
EQ0255,2023-02-05,소음진동,30.94,dB,주의,정수현,조정완료
EQ0255,2023-04-17,유량측정,75.64,MΩ,정상,이영희,부품교체필요
EQ0255,2023-06-20,유량측정,74.69,L/min,정상,정수현,윤활유 추가
EQ0255,2023-08-02,외관검사,36.13,°C,정상,김철수,윤활유 추가
EQ0255,2023-08-14,절연저항,76.73,A,정상,최민준,윤활유 추가
EQ0255,2024-01-19,온도측정,37.97,MΩ,주의,최민준,윤활유 추가
EQ0255,2024-01-24,외관검사,76.55,°C,주의,최민준,부품교체필요
EQ0255,2024-03-13,절연저항,52.89,L/min,주의,김철수,청소완료
EQ0255,2024-04-01,소음진동,50.98,L/min,정상,김철수,윤활유 추가
EQ0255,2024-05-10,유량측정,80.39,A,주의,김철수,부품교체필요
EQ0255,2024-06-27,전류측정,65.63,dB,주의,김철수,청소완료
EQ0256,2023-01-13,외관검사,88.92,bar,주의,박준호,윤활유 추가
EQ0256,2023-02-21,압력검사,80.01,dB,주의,이영희,부품교체필요
EQ0256,2023-04-27,소음진동,43.19,A,경고,박준호,
EQ0256,2023-10-12,유량측정,32.98,A,정상,김철수,조정완료
EQ0256,2024-03-10,외관검사,53.02,MΩ,경고,정수현,
EQ0256,2024-05-21,온도측정,52.6,bar,정상,정수현,부품교체필요
EQ0256,2024-07-12,절연저항,29.64,A,정상,이영희,청소완료
EQ0256,2024-08-20,전류측정,77.89,dB,정상,이영희,부품교체필요
EQ0257,2023-02-16,유량측정,37.89,A,경고,최민준,조정완료
EQ0257,2023-08-16,외관검사,44.96,°C,정상,박준호,부품교체필요
EQ0257,2023-09-09,절연저항,62.96,bar,정상,박준호,
EQ0257,2023-09-23,유량측정,16.1,dB,정상,최민준,윤활유 추가
EQ0257,2023-10-11,소음진동,98.09,A,정상,이영희,청소완료
EQ0257,2023-12-05,외관검사,57.76,L/min,정상,김철수,조정완료
EQ0257,2024-03-19,유량측정,40.8,A,주의,이영희,윤활유 추가
EQ0257,2024-03-20,소음진동,91.53,bar,정상,김철수,
EQ0257,2024-04-02,유량측정,43.88,MΩ,정상,김철수,
EQ0257,2024-05-01,소음진동,35.85,L/min,정상,이영희,
EQ0257,2024-05-25,절연저항,75.01,°C,정상,최민준,조정완료
EQ0257,2024-06-07,유량측정,71.64,dB,정상,정수현,청소완료
EQ0257,2024-08-09,외관검사,84.53,L/min,정상,김철수,조정완료
EQ0257,2024-08-10,전류측정,71.51,bar,정상,이영희,조정완료
EQ0258,2023-08-19,온도측정,76.94,A,주의,정수현,청소완료
EQ0258,2023-08-29,소음진동,72.89,°C,주의,김철수,
EQ0258,2023-08-31,외관검사,73.78,dB,정상,김철수,조정완료
EQ0258,2023-11-18,전류측정,60.42,dB,불량,이영희,조정완료
EQ0258,2024-04-27,온도측정,65.92,°C,정상,김철수,청소완료
EQ0258,2024-07-20,전류측정,60.16,L/min,정상,박준호,부품교체필요
EQ0258,2024-07-29,절연저항,48.83,°C,정상,이영희,윤활유 추가
EQ0259,2023-01-27,압력검사,75.63,L/min,정상,최민준,부품교체필요
EQ0259,2023-01-30,유량측정,78.96,A,정상,이영희,청소완료
EQ0259,2023-01-31,절연저항,41.28,L/min,정상,이영희,
EQ0259,2023-03-29,압력검사,24.89,A,주의,박준호,윤활유 추가
EQ0259,2023-05-18,소음진동,93.23,A,불량,박준호,청소완료
EQ0259,2023-07-26,절연저항,17.09,bar,정상,이영희,청소완료
EQ0259,2023-08-04,유량측정,43.19,dB,정상,정수현,부품교체필요
EQ0259,2024-02-04,온도측정,84.03,A,정상,이영희,
EQ0259,2024-02-24,온도측정,13.53,dB,정상,이영희,조정완료
EQ0259,2024-04-16,온도측정,40.78,A,정상,최민준,부품교체필요
EQ0259,2024-07-15,외관검사,33.68,bar,정상,정수현,조정완료
EQ0259,2024-07-25,유량측정,31.33,A,불량,박준호,부품교체필요
EQ0259,2024-08-19,소음진동,97.5,°C,경고,박준호,윤활유 추가
EQ0259,2024-08-21,절연저항,86.24,bar,정상,박준호,조정완료
EQ0260,2023-01-04,전류측정,76.06,MΩ,정상,정수현,부품교체필요
EQ0260,2023-01-31,소음진동,44.3,°C,정상,박준호,
EQ0260,2023-02-01,온도측정,26.31,°C,경고,김철수,청소완료
EQ0260,2023-04-24,전류측정,18.36,L/min,주의,이영희,청소완료
EQ0260,2023-05-23,전류측정,58.4,MΩ,경고,최민준,청소완료
EQ0260,2023-07-16,전류측정,39.24,dB,주의,김철수,청소완료
EQ0260,2023-10-01,소음진동,25.61,bar,경고,김철수,조정완료
EQ0260,2023-10-24,절연저항,28.34,°C,정상,김철수,부품교체필요
EQ0260,2023-11-13,외관검사,12.02,dB,주의,정수현,청소완료
EQ0260,2023-11-30,온도측정,18.7,L/min,정상,이영희,청소완료
EQ0260,2023-12-27,소음진동,44.23,MΩ,정상,정수현,청소완료
EQ0260,2024-03-02,압력검사,53.52,MΩ,정상,박준호,윤활유 추가
EQ0260,2024-04-12,유량측정,95.87,°C,정상,정수현,청소완료
EQ0260,2024-05-14,절연저항,81.04,dB,경고,최민준,조정완료
EQ0261,2023-03-02,소음진동,91.4,MΩ,정상,김철수,청소완료
EQ0261,2023-07-09,외관검사,12.16,dB,주의,최민준,윤활유 추가
EQ0261,2024-02-23,유량측정,37.39,°C,정상,김철수,부품교체필요
EQ0261,2024-05-26,절연저항,32.88,bar,정상,최민준,
EQ0261,2024-07-27,외관검사,85.31,bar,정상,정수현,청소완료
EQ0262,2023-03-07,유량측정,84.83,bar,정상,박준호,청소완료
EQ0262,2024-02-27,유량측정,51.03,A,정상,이영희,부품교체필요
EQ0262,2024-04-10,소음진동,82.11,dB,정상,박준호,부품교체필요
EQ0262,2024-04-12,소음진동,66.76,A,정상,박준호,
EQ0262,2024-06-23,압력검사,96.44,A,불량,박준호,청소완료
EQ0263,2023-01-21,압력검사,84.7,MΩ,불량,최민준,청소완료
EQ0263,2023-09-09,전류측정,39.21,L/min,정상,정수현,
EQ0263,2023-11-08,압력검사,30.05,L/min,주의,이영희,윤활유 추가
EQ0263,2023-12-06,압력검사,17.51,dB,정상,박준호,윤활유 추가
EQ0263,2024-01-03,전류측정,94.53,L/min,정상,김철수,부품교체필요
EQ0263,2024-02-15,압력검사,37.38,bar,정상,박준호,청소완료
EQ0263,2024-07-05,전류측정,42.99,bar,주의,최민준,
EQ0264,2023-02-12,소음진동,95.81,°C,정상,김철수,부품교체필요
EQ0264,2023-04-11,전류측정,59.12,dB,정상,정수현,조정완료
EQ0264,2023-05-03,유량측정,51.15,dB,정상,이영희,청소완료
EQ0264,2023-05-27,소음진동,92.37,°C,정상,이영희,윤활유 추가
EQ0264,2023-06-03,절연저항,51.54,MΩ,정상,최민준,윤활유 추가
EQ0264,2023-08-25,유량측정,66.77,MΩ,정상,정수현,조정완료
EQ0264,2023-09-14,유량측정,50.5,°C,주의,김철수,청소완료
EQ0264,2023-09-15,온도측정,66.36,A,주의,이영희,윤활유 추가
EQ0264,2023-09-15,외관검사,81.15,dB,정상,이영희,
EQ0264,2023-12-29,압력검사,75.58,°C,주의,박준호,조정완료
EQ0264,2023-12-30,전류측정,12.77,°C,정상,이영희,조정완료
EQ0264,2024-04-27,소음진동,61.15,A,정상,이영희,조정완료
EQ0264,2024-06-02,전류측정,72.52,A,정상,최민준,부품교체필요
EQ0264,2024-07-22,절연저항,34.13,A,정상,정수현,
EQ0265,2023-03-09,유량측정,68.72,dB,경고,박준호,
EQ0265,2023-04-04,온도측정,72.88,L/min,주의,이영희,부품교체필요
EQ0265,2023-08-02,절연저항,48.4,MΩ,정상,박준호,조정완료
EQ0265,2023-10-29,온도측정,26.39,bar,주의,김철수,
EQ0265,2024-01-22,외관검사,97.25,A,주의,김철수,청소완료
EQ0265,2024-05-18,외관검사,45.26,L/min,정상,박준호,청소완료
EQ0265,2024-06-17,유량측정,99.04,A,주의,김철수,부품교체필요
EQ0266,2023-01-06,절연저항,10.66,°C,정상,김철수,
EQ0266,2023-02-07,외관검사,45.56,bar,정상,최민준,청소완료
EQ0266,2023-02-21,온도측정,34.12,MΩ,정상,박준호,
EQ0266,2023-03-10,전류측정,79.34,MΩ,주의,김철수,
EQ0266,2023-07-24,외관검사,49.0,°C,정상,이영희,청소완료
EQ0266,2023-09-18,절연저항,76.96,°C,경고,이영희,
EQ0266,2023-09-20,절연저항,36.85,MΩ,주의,이영희,부품교체필요
EQ0266,2023-12-26,온도측정,34.27,dB,정상,정수현,청소완료
EQ0266,2024-01-06,절연저항,46.13,dB,정상,박준호,윤활유 추가
EQ0266,2024-02-09,온도측정,72.49,°C,정상,정수현,
EQ0266,2024-04-20,소음진동,36.58,A,정상,이영희,윤활유 추가
EQ0266,2024-05-29,유량측정,14.04,bar,불량,이영희,조정완료
EQ0266,2024-06-02,소음진동,55.85,MΩ,정상,이영희,청소완료
EQ0266,2024-06-11,유량측정,60.49,bar,경고,이영희,
EQ0266,2024-07-17,외관검사,61.11,MΩ,정상,최민준,부품교체필요
EQ0267,2023-03-24,유량측정,98.24,°C,불량,이영희,윤활유 추가
EQ0267,2023-04-08,온도측정,93.12,dB,정상,이영희,윤활유 추가
EQ0267,2023-04-17,유량측정,53.34,A,주의,박준호,
EQ0267,2023-04-25,외관검사,38.57,MΩ,정상,김철수,조정완료
EQ0267,2023-04-30,소음진동,53.16,dB,주의,최민준,
EQ0267,2023-06-09,절연저항,68.01,dB,정상,이영희,청소완료
EQ0267,2023-06-12,유량측정,81.82,°C,정상,김철수,윤활유 추가
EQ0267,2023-07-12,유량측정,43.19,A,정상,이영희,부품교체필요
EQ0267,2023-11-05,절연저항,53.2,MΩ,정상,최민준,청소완료
EQ0267,2023-12-14,유량측정,52.44,L/min,정상,박준호,부품교체필요
EQ0267,2023-12-20,온도측정,79.73,°C,정상,박준호,
EQ0267,2024-01-10,절연저항,14.77,°C,정상,정수현,
EQ0267,2024-01-21,압력검사,54.57,A,정상,김철수,부품교체필요
EQ0267,2024-04-27,온도측정,59.99,L/min,경고,정수현,조정완료
EQ0268,2023-02-20,외관검사,42.36,°C,정상,최민준,윤활유 추가
EQ0268,2023-03-02,전류측정,24.1,°C,정상,이영희,부품교체필요
EQ0268,2023-06-17,전류측정,47.97,MΩ,정상,정수현,부품교체필요
EQ0268,2023-07-04,전류측정,63.45,dB,정상,최민준,청소완료
EQ0268,2023-09-29,전류측정,10.42,L/min,정상,김철수,부품교체필요
EQ0268,2023-12-07,외관검사,45.21,bar,정상,이영희,청소완료
EQ0268,2024-01-23,절연저항,82.82,°C,경고,최민준,부품교체필요
EQ0268,2024-02-03,유량측정,55.09,dB,경고,박준호,부품교체필요
EQ0268,2024-03-12,절연저항,72.14,bar,주의,박준호,
EQ0268,2024-05-26,절연저항,89.7,A,정상,최민준,윤활유 추가
EQ0268,2024-06-03,외관검사,19.19,bar,정상,정수현,청소완료
EQ0268,2024-06-18,온도측정,56.73,bar,정상,이영희,부품교체필요
EQ0269,2023-01-05,절연저항,17.96,L/min,정상,최민준,
EQ0269,2023-01-15,외관검사,32.17,L/min,주의,박준호,조정완료
EQ0269,2023-03-25,소음진동,72.56,L/min,정상,김철수,윤활유 추가
EQ0269,2023-04-01,압력검사,91.61,°C,정상,박준호,청소완료
EQ0269,2023-05-21,온도측정,93.94,dB,정상,이영희,부품교체필요
EQ0269,2023-08-29,절연저항,93.76,°C,정상,김철수,윤활유 추가
EQ0269,2023-09-24,소음진동,13.69,MΩ,불량,김철수,
EQ0269,2024-05-14,외관검사,16.31,°C,경고,정수현,조정완료
EQ0269,2024-08-05,소음진동,57.61,dB,주의,이영희,조정완료
EQ0270,2023-01-25,외관검사,23.19,dB,정상,최민준,
EQ0270,2023-02-13,압력검사,54.79,bar,주의,최민준,청소완료
EQ0270,2023-05-17,소음진동,91.43,L/min,정상,김철수,청소완료
EQ0270,2023-08-10,전류측정,55.1,A,주의,정수현,조정완료
EQ0270,2024-01-09,유량측정,24.7,A,경고,정수현,
EQ0270,2024-02-14,유량측정,20.46,MΩ,주의,이영희,윤활유 추가
EQ0270,2024-02-23,소음진동,80.88,MΩ,정상,이영희,
EQ0271,2023-02-08,온도측정,52.13,L/min,불량,최민준,부품교체필요
EQ0271,2023-02-11,유량측정,19.8,bar,정상,이영희,조정완료
EQ0271,2023-02-13,외관검사,17.06,L/min,정상,박준호,조정완료
EQ0271,2023-03-30,절연저항,85.16,°C,정상,김철수,청소완료
EQ0271,2023-04-07,전류측정,98.76,A,정상,박준호,
EQ0271,2023-07-31,외관검사,57.62,bar,주의,김철수,부품교체필요
EQ0271,2023-08-29,외관검사,43.2,°C,정상,정수현,윤활유 추가
EQ0271,2023-10-20,전류측정,51.49,bar,정상,정수현,조정완료
EQ0271,2023-10-20,온도측정,23.41,MΩ,정상,이영희,부품교체필요
EQ0271,2023-12-04,소음진동,54.17,MΩ,불량,김철수,부품교체필요
EQ0271,2024-02-07,유량측정,18.17,dB,정상,이영희,윤활유 추가
EQ0271,2024-03-04,외관검사,74.12,°C,경고,최민준,조정완료
EQ0271,2024-06-25,온도측정,17.69,MΩ,정상,박준호,부품교체필요
EQ0272,2023-01-29,절연저항,42.38,L/min,정상,박준호,
EQ0272,2023-03-16,압력검사,73.51,dB,불량,최민준,청소완료
EQ0272,2023-08-20,유량측정,56.4,L/min,정상,정수현,윤활유 추가
EQ0272,2023-08-29,압력검사,26.44,bar,정상,김철수,부품교체필요
EQ0272,2024-03-31,온도측정,76.22,MΩ,정상,정수현,부품교체필요
EQ0273,2023-02-05,온도측정,79.64,A,정상,이영희,청소완료
EQ0273,2023-02-22,전류측정,16.77,dB,정상,정수현,청소완료
